ID,QuestionnaireVersion,RawAge,Gender,Age,AgeGenCat,AgeSup,AgeGenSup,Maj.Clin,ClinCourse,Major,Etio.Bipolar,Etio.ChildD,Etio.Dep,Etio.General,Treat.AnxD,Treat.Dem,Treat.General,Treat.Schiz,Treat.Suicide,Gen.AnxD,Gen.AnxMeds.01,Gen.AnxMeds.02,Gen.EatD,Gen.General.01,Gen.General.02,Gen.SubsD,Gen.Suicide,Symp.AnxD.01,Symp.AnxD.02,Symp.Bipolar.01,Symp.Bipolar.02,Symp.ChildD,Symp.Dem,Symp.Dep,Symp.EatD,Symp.Gender,Symp.OCD,Symp.PersD.01,Symp.PersD.02,Symp.PTSD,Symp.Schiz,Symp.Sexual,Symp.SomSymD
577,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,R,W,W,W,R,R,W,W,R,R,R,W,R,W,W,R,R,R,W,R,R,R,W,R,W,R,R
1013,A1,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,R,W,R,W,R,R,R,W,R,W,R,W,W,R,W,R,R,R,W,W,W,W,R,W,W,W,R,R,W,R,W,W
1019,A1,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,W,R,W,R,W,W,W,R,W,W,R,R,W,R,R,R,W,W,W,R,W,W,W,R,R,W,R,R,W
613,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,W,W,W,W,W,W,W,W,W,W,R,W,R,R,W,W,W,W,W,W,R,W,W,W,W,R,R,W
654,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,R,R,R,R,W,R,R,W,R,R,R,R,R,W,W,R,W,R,R,R,W,R,R,R,W,R,R
686,A2,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,W,W,W,R,R,R,R,W,R,W,R,R,W,R,W,R,R,W,W,W,R,W,R,R,R,W,W,W,W,W,R,R
793,A2,21,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,W,W,R,R,R,R,W,R,R,R,W,W,R,R,R,R,R,W,W,R,W,R,R,R,R,R,R,R,W,R,R
910,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,R,R,R,R,W,R,W,W,W,W,W,R,W,R,R,R,W,W,R,R,W,W,W,W,W,W,W,W,R,R
916,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,R,R,W,R,W,R,W,W,W,W,R,R,R,W,W,R,W,W,W,R,W,W,R,W,W,W,R
918,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,R,R,W,W,R,R,W,W,W,W,W,R,R,R,W,W,R,W,R,W,R,W,R,R,W,W,W,R
920,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,R,R,R,R,W,R,W,R,W,R,R,R,R,R,R,W,W,R,R,R,R,R,W,W,R,R,R,R,R
929,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,W,R,R,R,W,R,R,W,W,R,W,R,R,W,W,W,R,W,W,R,R,W,W,W,W,W,W,W
1059,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,W,R,R,R,W,R,W,R,W,W,R,W,R,R,R,W,R,W,W,R,W,W,W,R,R,R,R,R,R
1102,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,R,W,W,R,R,W,W,W,W,W,R,R,W,R,R,W,W,W,W,W,W,R,R,R,W,W,W
1120,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,R,R,W,W,R,R,W,R,W,R,R,W,R,W,W,W,R,W,R,W,W,R,W,W,W,W
1244,A2,21,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,W,R,R,R,W,R,W,W,R,R,W,R,R,W,W,R,W,R,R,R,W,W,R,W,W,W,R
16,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,R,R,R,R,R,R
32,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,W,R,R,R,R,R,R,W,R,R,R,R,W,W,R,R,W,R,W,R,R,R,W,R,R
40,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,W,W,R,R,R,R,R,R,R,W,R,R
58,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,W,R,W,R,R,R,R,R,R,R,W,R,R
62,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,R,W,R,W,R,R,R,R,R,W,R,R
65,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,R,R,W,R,W,W,W,R,R,R,R,R,W,R,W,R,R,R,W,W,W,W,R,R,R
150,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,W,R,W,R,R,R,R,R,W,W,R,R,R,R,R,W,W,R,R,R,R,R,R,W,W,R,R
179,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,W,R,W,R,W,W,W,R,W,W,W,W,R,W,R,R,W,R,R,W,W,W,W,W,W,W,R
257,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,W,R,R,R,W,R,R,W,W,R,R,W,R,R,R,W,W,R,W,R,W,R,W,R,R,W,R,R,W
259,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,R,R,W,R,W,R,R,R,W,R,R,R,R,R,R,W,W,R,W,R,R,W,W,R,R,R,W,R,W
262,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,W,R,R,R,W,W,W,R,R,R,W,W,R,R,W,R,R,W,R,R,W,R,R,R,W,R,R,R,W,R,R
293,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,W,R,W,W,W,R,W,R,W,R,R,W,R,W
314,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,W,R,R,R,R,W,W,W,W,W,R,R,R,R,R,R,W,W,R,W,R,W,R,W,R,W,W,W,R,R
320,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,R,W,W,R,W,R,W,W,W,R,W,R,W,R,W,W,R,W,R,R,W,W,R,R,W,W,W,R
367,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,R,R,W,W,R,W,R,R,R,R,R,R,W,W,R,W,R,W,R,R,W,R,R,W,W,R
388,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,W,R,R,R,R,R,R,R,R,R,R,R,W,W,R,R,W,W,R,R,R,R,R
404,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,W,W,W,R,R,R,R,R,W,R,R,R,W,R,R,W,R,W,R,W,R,W,W,W,R,R,W,R,R,R,R,R,R
438,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,R,R,R,R
461,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,W,R,R,R,W,R,W,R,W,R,R,R,W,R,R,R,W,R,W,W,R,R,W,R,W,R,W,R,R
516,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,W,R,W,R,W,R,R,R,R,W,R,R,W,R,R,R,R,R,W,W,W,W,W,R,W
518,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,R,R,W,R,W,R,W,W,W,W,W,W,W,W,W,R,W,R,R,R,W,W,W,W,R,W,W,R,W
527,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,W,W,W,W,W,W,W,R,W,W,R,W,W,R,W,W,R,W,W,W,R,W,W,W,W,W,W
535,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,W,R,W,W,R,W,W,W,W,W,R,W,W,R,W,R,R,W,W,R,W,W,W,W,R,W,W,R,W,W,R,W
557,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,W,R,R,R,R,R,R,W,R,R,R,R,W,R,R,R,R,R
595,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,R,W,R,W,W,W,R,W,W,W,W,R,W,R,R,R,R,R,W,W,W,W,R,W,W,W,R,R
989,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,W,W,R,W,R,W,W,R,W,W,W,R
1000,A1,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,R,W,W,W,R,W,W,R,W,R,R,R,W,W,W,R,R,R,R,W,W,R,W,W,R,R
1252,A1,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,R,R,W,R,W,R,W,W,R,R,R,W,R,W,W,R,R
271,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
629,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,W,R,W,R,R,W,W,W,R,R,R,R,R,W,W,R,R,R,W,R,W,R,W,R,W,R,R
689,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,R,R,W,R,R,W,W,R,R,R,W,R,R,W,R,R,R,R,R,R,W,R,R,W,R,R
736,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,W,W,W,W,W,W,W,W,W,R,R,W,W,W,W,W,W,W,R,W,W,R,W,W,W,R
740,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,W,R,R,W,W,W,R,W,W,W,W,R,W,W,W,R,W,W,W,W,R,R,W,W,W,W,R,R
803,A2,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,W,W,W,W,W,R,R,R,W,W,W,R,W,W,W,W,R,W,W,W,R,W,W,W,W,R,W,W,W,W,W,W,W
816,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,W,R,W,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,R,W,W,R,W,R
817,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,W,W,W,R,W,R,W,R,R,R,W,R,R,W,W,R,W,R,R,R,R,W,R,W,R,R,R
828,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,W,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,W
852,A2,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,W,W,R,R,W,R,W
877,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,W,W,R,W,W,W,R,W,W,W,W,R,W,W
900,A2,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,W,R,W,W,R,R,W,R,W,W,R,R,W,W,R,R,R,R,W,W,W,R,W,R,W,R,W,R,R,R,W,R,R
903,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,W,R,R,R,R,W,W,R,W,R,R,R,R,R,R,W,W,R,W,R,W,R,W,R,R,R,W,R,R
979,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,R,W,W,W,R,W,W,R,R,R,R,R,R,W,R,R,R,W,R,W,R,R,R,W,R,W
1052,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,W,R,W,R,R,R,R,R,R,W,R,R,R,W,W,R,W,W,R,R,W,W,W,W,W,R,R
1069,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,R,R,W,R,W,W,W,R,W,R,W,W,R,R,W,W,W,R,W,R,W,R,W,W,R,W,W,R,R
1132,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,W,W,R,W,W,W,W,W,W,W,W,W,R,W,W,R,R,W,W,W,W,R,W,W,W,W,W,W,R
1173,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,W,W,W,W,R,R,W,W,W,W,W,W,W,W,W,W,W,R,R,W,W,W,R,W,W,R,W
1177,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,W,W,W,W,W,R,W,W,R,W,R,R,R,W,R,R,R,W,W,R,W,W,R,W,W,W,R
1213,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,R,R,W,W,R,R,W,W,R,W,W,R,R,R,W,W,R,W,R,R,R,W,W,R,W,R,W,R
1227,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,W,R,W,R,R,R,W,W,R,W,R,R,R,W,W,R,W,W,W,R,W,R,W,R,R,R,R
1236,A2,22,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,R,R,W,R,R,W,R,R,W,R,W,R,R,R,W,W,R,W,R,R,R,W,R,W,R,W,R,R
1257,A2,22,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,W,R,W,W,R,R,R,R,R,W,W,R,W,W,W,R,R,R,R,W,W,R,W,R,W,R,W,W,R,W,R,W
48,A1,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,W,W,W,R,R,W,R,R,R,W,R,R
80,A1,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,R,R,R,R,R,R,W,W,W,R,R,R,R,R,R,W,R,W,R,R,R,R,W,W,R,R,W,R,R
160,A1,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R
168,A1,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,W,R,R,R,R,R,R,W,W,R,W
203,A1,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,R,R,R,R,W,W,W,W,W,W,R,W,W,R,W,R,W,W,R,W,R,W,W,W,R,W,W,W,R,W
499,A1,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,W,W,W,R,W,R,W,R,R,W,R,R,R,W,W,W,R,R,W,R,W,R,R,W,W,R,R
991,A1,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,W,W,R,R,R,R,R,W,R,R,W,R,R,W,W,W,R,W,R,W,W,R,W,R,R,W,W,R,W,R,R
1249,A1,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,W,W,R,W,R,W,R,W,R,R,R,R,R,W,W,W,R,R,R,W,R,R,R,W,R,R
627,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,R,R,W,R,W,R,R,R,R,R,W,R,R,R,W,W,R,R,W,R,W,W,R,W,R,W,W
688,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,R,R,R,W,W,W,W,R,R,R,R,R,W,W,R,W,R,W,R,W,R,R,W,W,R,R
724,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,W,R,W,W,R,W,R,R,R,R,R,R
758,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.Clin,Clin,NonPsyc,W,W,R,W,R,R,W,R,W,R,R,R,W,R,W,W,R,R,R,R,W,W,W,W,W,R,W,W,R,W,R,R,R
849,A2,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,R,W,W,W,R,R,R,R,W,W,R,R,R,W,W,R,R,R,W,R,R,W,W,W,R,W,W,W,R,R,R,R
856,A2,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,R,W,W,W,R,W,R,W,R,W,W,W,W,R,W,R,R,W,W,W,R,W,R,W,R,R,R,R,W,R,R,R
861,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,R,R,R,W,W,R,W,R,R,R,R,R,R,W,W,R,R,R,R,R,R,W,R,R
884,A2,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,W,W,R,R,R,W,W,R,R,R,R,R
891,A2,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,W,W,W,R,W,W,R,W,W,W,R,W,W,W,W,R,R,W,R,W,W,W,W,W,R,W,W,W,W,W,R,W
905,A2,22,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,R,R,R,W,R,R,W,W,R,W,R,W,R,R,R,R,R,W,R,R,R,W,W,W,W,W,R,R,R,W,R,R
953,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,W,W,W,W,W,W,R,R,W,R,W,R,R,W,R,W,R,W,W,W,W,W,W,R,W,R,W,W
1048,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,R,W,R,R,R,W,R,W,W,R,R,R,W,W,W,W,R,R,R,W,W,W,R,W,R,W
1056,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,W,R,W,W,R,R,R,W,R,W,R,R,W,W,W,R,R,W,W,R,W,R,W,W,R,R,W
1079,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.Clin,Clin,NonPsyc,R,R,W,W,W,R,R,R,W,W,W,R,W,W,W,W,R,R,R,R,W,R,R,R,W,R,W,W,W,R,W,R,R
1108,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,W,R,R,W,W,W,W,R,W,W,R,W,R,W,W,R,R,R,W,W,W,W,W,R,W,W,W,R,W
1158,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,W,R,R,W,W,R,W,W,W,R,R,R,R,R,R,W,W,W,W,W,W,W,W,W,W,W,W,W
1200,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,R,R,W,W,W,R,W,W,W,R,W,R,R,W,W,W,W,W,R,W,W,W,R,W,W,W,W,W
1219,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,R,R,R,W,W,R,R,R,R,R,W,W,R,R,R,W,W,W,R,W,R,R,R,W,W,R,W,R,R
1222,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,R,R,R,W,W,W,W,R,W,W,R,W,R,R,W,W,W,R,R,W,W,R,W,R,W,W,W,R,R
1225,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,R,R,R,W,W,W,W,R,R,W,R,W,R,R,R,W,W,W,W,R,W,R,W,W,R,W,W,R,R
1228,A2,22,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,W,R,W,R,W,W,W,W,W,R,R,W,W,R,W,W,W,R,W,W,W,W,W,R,R
19,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,W,W,W,W,R,R,R,R,W,R,W,W,R,W
39,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,R,R,R,R,W,W,W,W,R,R,R,R,R,R,W,W,W,R,W,R,R,R,W,W,R,W,W,R,R
133,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,W,W,W,W,R,W,W,R,R,W,R,R,W,W,W,W,W,W,W,R,W,W,W,W,R,R,W
156,A1,23,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,W,R,R,W,R,R,R,R,W,R,R,W,R,R,W,R,R,R,W,W,R,W,W,R,R,W,R,W,R,R,R,R
243,A1,23,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,R,R,R,R,W,W,R,R,W,W,R,R,R,R,R,R,W,R,W,R,R,R,R,W,R,W,W,R,R
310,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,R,R,R,R,R,W,W,R,R,W,W,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R
315,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,W,R,W,R,R,W,R,R,W,R,W,W,R,W,W,W,R,R,W,W,W,R,W,R,R,W,W,R,W,W,W,R
448,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,W,R,R,R,W,W,W,R,W,R,R,W,W,R,W,R,R,R,W,R,R,R,W,R,R
564,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,W,R,W,R,R,W,W,R,R
565,A1,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,W,W,W,W,R,W,R,R,W,R,W,R,W,R,W,W,R,W,R,W,W,R,W,W,R,R
988,A1,23,Female,18-24,18-24.F,21-24,21-24.F,Psyc.NoClin,NoClin,Psyc,R,R,W,R,R,R,R,R,W,W,W,R,W,W,R,R,R,R,R,R,R,W,R,R,R,R,W,R,W,W,W,W,R
534,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,R,W,R,W,W,W,R,W,W,R,R,R,R,W,W,W,R,W,W,W,W,R,R,W,R,R
606,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,W,R,R,R,R,W,R,W,R,W,R,W,W,W,W,W,W,R,R,W,W,R,W,R,R
647,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,W,W,W,W,R,W,W,W,W,W,W,R,R,R,W,W,W,W,W,W,W,R,W,W,W,R,W,W
648,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,W,W,R,W,R,R,W,R,R,W,W,R,R,R,R,W,W,W,W,R,R,W,R,W,R,R,W,W,R,R
769,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.Clin,Clin,NonPsyc,W,W,W,W,W,R,R,R,W,W,R,R,R,R,W,W,R,R,W,W,W,R,W,W,W,R,W,R,R,W,W,W,R
796,A2,23,Female,18-24,18-24.F,21-24,21-24.F,Psyc.Clin,Clin,Psyc,R,R,W,R,W,R,R,R,W,W,W,W,R,W,W,R,R,R,R,R,R,R,W,W,R,R,R,W,W,W,W,R,W
1089,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,W,R,R,R,W,R,R,R,W,R,W,R,R,R,W,W,R,W,R,W,R,R,R,W,R,W,R,R
1121,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,W,W,W,W,R,R,W,W,W,R,W,W,W,W,R,R,W,W,W,W,W,W,W,W,W,W
